comment,polarity,sentiment,emotion,comment_category
kenyan know democracy want delocracy wonderful nation u said u campaigning tax tax tax tax january december,0.6124,positive,joy,critical or negative feedback
died people ruto fake pan africanist,-0.7717,negative,neutral,critical or negative feedback
thinking mp youth killed,-0.6705,negative,sadness,critical or negative feedback
rudo ha act killing people unforgivable,-0.4588,negative,anger,critical or negative feedback
mr speaker sir,0.0,neutral,neutral,supportive or appreciative
like country suriname people tired,-0.1027,negative,sadness,critical or negative feedback
want american puppet far take home,0.0772,positive,neutral,critical or negative feedback
real criminal sad black people used destroy black people puppet,-0.875,negative,anger,critical or negative feedback
idea 💡 ruto want country work resign look like protester problem kenya 🇰🇪 problem ruto,-0.6124,negative,anger,critical or negative feedback
ruto rude family enjoying luxury lifestyle,0.1027,positive,anger,critical or negative feedback
cant believe president kenya saying citizen protesting tax bill threat national security kenya,-0.5859,negative,fear,critical or negative feedback
iz raila nowadays dnt hear thiz ruto haz turn everything upside hiz fevour,0.0,neutral,sadness,critical or negative feedback
im politics kenyan calling fellow citizen criminal fighting fir want wild 😂,-0.4019,negative,anger,sarcastic or humorous
president backer get high tax stealing land youth land keynan population one protesting far removed people still think talking majority minority,-0.7579,negative,anger,critical or negative feedback
kenya hard place live foreigner owning business great challenge experienced paying tax several time kept asking accountant get contracted several time kra even though paid,0.6124,positive,sadness,critical or negative feedback
government cant provide better living environment provide lot job right increase tax 😅,0.3387,positive,neutral,critical or negative feedback
presitend step amd new election stop escalate nation spoke,-0.296,negative,anger,supportive or appreciative
happens vote crook masquerading name god total disgrace,-0.3384,negative,disgust,critical or negative feedback
amaaaandla one love south africa,0.6369,positive,joy,supportive or appreciative
african leader fight power rob u,-0.7351,negative,neutral,critical or negative feedback
tax make african poor developed,-0.4767,negative,neutral,critical or negative feedback
threat mr president ai worthy yo arrogant mp brought shame,-0.7783,negative,anger,critical or negative feedback
black people take note marched palestine united nation care sanction politician woke medium care yt liberal care blk intellectual university care kenya blk people stand alone injustice corrupt regime show back lash israel politics care suffering anywhere would march politician kenya,0.9231,positive,anger,critical or negative feedback
please resign save u shame subjecting u disgrace,-0.4939,negative,sadness,critical or negative feedback
address made dark cnn,0.0,neutral,neutral,critical or negative feedback
california support strong kenyan people trying get rid ruto fight freedom people government one thing ❤,0.9153,positive,joy,supportive or appreciative
ruto pathological liar murderer must resign want,-0.875,negative,anger,critical or negative feedback
dangerous people criminal terror isolate crime enhance integrity promote unity power belongs people excuse sir even upheld value intention dangerous one stealing u killing u overtaxing u milking u dry fly around barely eat let alone breathe country mislead world lie zakayo done one bit promised u youth nation suffering even know 🤥🚮🚮🚮🚮🚮🚮 resign enda home umeiba ya shii mad big mad 😡,-0.9862,negative,fear,critical or negative feedback
january wa child play kenya idiot know boss kenya america little b tch,-0.2263,negative,neutral,critical or negative feedback
cnn refusing publish news gaza seen much care african news,0.128,positive,sadness,critical or negative feedback
protesting bad setting fire building cost alot money build money gvt ha rebuild thing first delay project taught people protest learn developed country,-0.8625,negative,anger,critical or negative feedback
arrogant president busy stealing people kenyan saying shame ruto,-0.875,negative,anger,critical or negative feedback
president calling protester dangerous people reality dangerous corruptly president people let free kenya nation corrupt government 🙌,-0.4404,negative,anger,critical or negative feedback
oppress kenyan impress west resign,0.128,positive,neutral,critical or negative feedback
ruto living luxury taxing people death,-0.5994,negative,anger,critical or negative feedback
president kenyan,0.0,neutral,neutral,supportive or appreciative
criminal kenyan mp uda one criminal bribed million,-0.7783,negative,neutral,critical or negative feedback
lying flying notice president,-0.5267,negative,neutral,critical or negative feedback
unremorseful person ruto must go sovereign power belongs people,0.0,neutral,anger,critical or negative feedback
file icc currently reviewed matter time find way second final charge,0.0258,neutral,neutral,critical or negative feedback
ruto must resign go home time powe law go within two minute come like rahya wanainchi wa kawaida,0.0258,neutral,anger,critical or negative feedback
ca play fool u mr president respect u respect disrespect u wo believe hatupangwingwi,0.4404,positive,anger,critical or negative feedback
wa massacre githurai people killed home street ubductions also taking place ruto snake,-0.6705,negative,anger,critical or negative feedback
let resign go,-0.34,negative,anger,critical or negative feedback
😂😂😂😂 thought different know one useless african leader puppet,0.8316,positive,neutral,sarcastic or humorous
fri ruto man president 😂😂😂,0.8271,positive,neutral,sarcastic or humorous
kenya many resource taht world love take penny dollar like africa,0.7717,positive,neutral,supportive or appreciative
brought imf,0.0,neutral,neutral,supportive or appreciative
n yesterday made u turn people power,0.0,neutral,neutral,critical or negative feedback
ruto must rooted,0.0,neutral,neutral,supportive or appreciative
funny speech wa written using ai 😂😂😂 sakayo unaiba hata speech 😂,0.926,positive,joy,sarcastic or humorous
kenyan medium reporting western medium,0.0,neutral,neutral,supportive or appreciative
people said protect wan greedy african leader,0.0772,positive,anger,critical or negative feedback
blameless husband one wife faithful child accused riot unruly holy bible,-0.296,negative,anger,critical or negative feedback
